,crossword_date,answers,clues,crossword_year
1546,2022-01-19,MALTS,Fountain treats,2022
1547,2022-01-19,TALLYUP,Count,2022
1548,2022-01-19,LIT,"Poppin', as a party",2022
1549,2022-01-19,REAP,"Collect, as profit",2022
1550,2022-01-19,AMI,"""___ dreaming?""",2022
1551,2022-01-19,ESE,WNW's opposite,2022
1552,2022-01-19,YINANDYANG,Principle of complementary duality,2022
1553,2022-01-19,IDOL,Some people bow to it,2022
1554,2022-01-19,LEAFLETS,Some protest handouts,2022
1555,2022-01-19,ATE,Did some crunches at lunch?,2022
1556,2022-01-19,FORCE,"Mass x acceleration, in physics",2022
1557,2022-01-19,SOHO,Area near TriBeCa in N.Y.C.,2022
1558,2022-01-19,ADAPTSTO,Gets comfortable with,2022
1559,2022-01-19,PEEP,Chewy Easter treat,2022
1560,2022-01-19,OTOE,Plains tribe,2022
1561,2022-01-19,TOMATORED,Bright color in the garden,2022
1562,2022-01-19,ORAL,Spoken,2022
1563,2022-01-19,ETNA,Italy's Mount ___,2022
1564,2022-01-19,NOTES,Things taken in class,2022
1565,2022-01-19,ERR,Mess up,2022
1566,2022-01-19,RAE,"Issa of ""Insecure""",2022
1567,2022-01-19,SHORTANDSWEET,Pleasantly concise,2022
1568,2022-01-19,GLEE,Joyful giddiness,2022
1569,2022-01-19,CATWOMAN,DC Comics antiheroine a.k.a. Selina Kyle,2022
1570,2022-01-19,TVGUEST,Talk show visitor,2022
1571,2022-01-19,PETPEEVE,"Loud chewing, for some",2022
1572,2022-01-19,EGO,Id's counterpart,2022
1573,2022-01-19,TRUEST,Most faithful,2022
1574,2022-01-19,POTATO,First vegetable grown in space,2022
1575,2022-01-19,ALA,Lead-in to a culinary attribution,2022
1576,2022-01-19,MIXANDMATCH,"Combine, as versatile wardrobe pieces",2022
1577,2022-01-19,ICAME,"""Veni""",2022
1578,2022-01-19,XENON,Strobe light gas,2022
1579,2022-01-19,GRO,Miracle-___,2022
1580,2022-01-19,GEST,Medieval adventure tale,2022
1581,2022-01-19,STOKE,Add fuel to,2022
1582,2022-01-19,ACESOUT,Beats easily,2022
1583,2022-01-19,SSNS,Info collected by H.R.,2022
1584,2022-01-19,BUTTONSANDBOWS,Fashion accessories in a 1940s #1 Dinah Shore hit,2022
1585,2022-01-19,NEED,Scholarship consideration,2022
1586,2022-01-19,SONY,PlayStation maker,2022
1587,2022-01-19,TANS,Neutral shades,2022
1588,2022-01-19,EAPOE,"Author of macabre tales, in brief",2022
1589,2022-01-19,PEA,Potpie bit,2022
1590,2022-01-19,OREO,Stackable food item,2022
1591,2022-01-19,CMON,"""Let's go already!""",2022
1592,2022-01-19,STEWS,Hearty meal options,2022
1593,2022-01-19,KEEN,Perceptive,2022
1594,2022-01-19,HENS,Ones tending to brood?,2022
1595,2022-01-19,TOAST,Essential ingredient in Welsh rarebit,2022
1596,2022-01-19,EDDY,Miniature whirlpool,2022
1597,2022-01-20,FITBIT,It counts on your movements,2022
1598,2022-01-20,AMP,Rev (up),2022
1599,2022-01-20,TURK,Neighbor for a Syrian,2022
1600,2022-01-20,IMPALA,Antelope with lyre-shaped horns,2022
1601,2022-01-20,COO,Loving murmur,2022
1602,2022-01-20,ONAN,"""Chestnuts roasting ___ open fire""",2022
1603,2022-01-20,JEKYLL,Side Hyde tried to hide,2022
1604,2022-01-20,THEVOICE,TV talent show?,2022
1605,2022-01-20,IDEA,Spark of a sort,2022
1606,2022-01-20,LISA,"""The Simpsons"" character who competed in a crossword tournament",2022
1607,2022-01-20,INTEL,Gathering of spies?,2022
1608,2022-01-20,RIOS,"Ocho ___, Jamaica",2022
1609,2022-01-20,NOSIEST,"Eavesdropping on the most conversations, maybe",2022
1610,2022-01-20,FLEETWOODMAC,FM band on the radio?,2022
1611,2022-01-20,LILAC,Pinkish violet,2022
1612,2022-01-20,MAN,"Typical kabuki performer, in any role",2022
1613,2022-01-20,EGGO,Round food item with square indentations,2022
1614,2022-01-20,OKS,Blesses,2022
1615,2022-01-20,HOMESIN,Approaches closely,2022
1616,2022-01-20,OOO,Rare tic-tac-toe win,2022
1617,2022-01-20,PEAS,Popular samosa filling,2022
1618,2022-01-20,RAG,Aid at a carwash,2022
1619,2022-01-20,ADBIZ,"Field of ""Mad Men,"" informally",2022
1620,2022-01-20,MICHAELCAINE,Academy Awards M.C.?,2022
1621,2022-01-20,PICASSO,"""Les Demoiselles d'Avignon"" artist",2022
1622,2022-01-20,MILD,"Rating one chili pepper, say",2022
1623,2022-01-20,OFALL,Ever,2022
1624,2022-01-20,GIST,General meaning,2022
1625,2022-01-20,JAVA,Programming language named for a beverage named for an island,2022
1626,2022-01-20,UNCLESAM,U.S. symbol?,2022
1627,2022-01-20,MOORED,"Tied up, as a ship",2022
1628,2022-01-20,TOTE,"Promotional gift, often",2022
1629,2022-01-20,ANA,Actress Ortiz,2022
1630,2022-01-20,UNKIND,Mean,2022
1631,2022-01-20,STIR,Minor uproar,2022
1632,2022-01-20,GYM,Place to climb stairs that go nowhere,2022
1633,2022-01-20,STEADS,Places,2022
1634,2022-01-20,FIJI,"Many-time ""Survivor"" locale",2022
1635,2022-01-20,IMED,"Invited to chat, in brief",2022
1636,2022-01-20,TPKE,Toll rte.,2022
1637,2022-01-20,BAYAREA,Where Silicon Valley is,2022
1638,2022-01-20,ILL,"""___ say!""",2022
1639,2022-01-20,TALLOW,Soap ingredient,2022
1640,2022-01-20,ACTS,Deeds,2022
1641,2022-01-20,MOHANDAS,Mahatma Gandhi's given name,2022
1642,2022-01-20,POE,"Mascot of the N.F.L.'s Ravens, appropriately",2022
1643,2022-01-20,TOONICE,"Lacking the killer instinct, say",2022
1644,2022-01-20,UNITE,Team up,2022
1645,2022-01-20,RACES,Four of the 10 decathlon events,2022
1646,2022-01-20,KNELT,"Prepared to pray, perhaps",2022
1647,2022-01-20,VISA,Collectible stamp?,2022
1648,2022-01-20,ISO,Prefix with -tonic,2022
1649,2022-01-20,ITCH,Hankering,2022
1650,2022-01-20,OMNI,Present opener?,2022
1651,2022-01-20,FLOP,Complete failure,2022
1652,2022-01-20,LIKE,Such as,2022
1653,2022-01-20,ELSA,"One of two Disney characters singing ""For the First Time in Forever""",2022
1654,2022-01-20,OMEGA,Watch brand for 007,2022
1655,2022-01-20,GOBI,Expanse crossed by the Silk Road,2022
1656,2022-01-20,GOIN,Enter,2022
1657,2022-01-20,OOZE,"Exhibit greatly, as charm",2022
1658,2022-01-20,ORCS,"""The Lord of the Rings"" baddies",2022
1659,2022-01-20,MAHOGANY,Brownish red,2022
1660,2022-01-20,NACL,It dissolves in H2O,2022
1661,2022-01-20,SMALLER,What teaspoons are vis-à-vis tablespoons,2022
1662,2022-01-20,DADJOKE,Many a groaner,2022
1663,2022-01-20,ISLE,Setting for Robinson Crusoe,2022
1664,2022-01-20,EMS,Lifesaving inits.,2022
1665,2022-01-20,LITMUS,Kind of test,2022
1666,2022-01-20,POUTS,Sulks,2022
1667,2022-01-20,IFNOT,"""Alternatively ...""",2022
1668,2022-01-20,CACTI,"Torch thistles, e.g.",2022
1669,2022-01-20,IMAM,Prayer leader,2022
1670,2022-01-20,ARIA,Highlight of una scena,2022
1671,2022-01-20,VEND,Sell,2022
1672,2022-01-20,ADDS,Goes on to say,2022
1673,2022-01-20,SAG,Give under weight,2022
1674,2022-01-20,Abbr.,Niagara Falls locale,2022
1675,2022-01-21,AMPUP,Boost,2022
1676,2022-01-21,GALA,Many a fund-raising event,2022
1677,2022-01-21,MAGS,"New York, Chicago and Los Angeles, in brief",2022
1678,2022-01-21,RAISEHAVOC,Be a big-time troublemaker,2022
1679,2022-01-21,AURA,Star quality,2022
1680,2022-01-21,EATENALIVE,"Swarmed by mosquitoes, say",2022
1681,2022-01-21,GDAY,"""Hello, mate!""",2022
1682,2022-01-21,AMY,Tan writing books,2022
1683,2022-01-21,SUEDE,Kid in expensive shoes?,2022
1684,2022-01-21,BIRDS,"Duck, duck, goose, e.g.",2022
1685,2022-01-21,BITS,Routine parts,2022
1686,2022-01-21,BRACE,Pair,2022
1687,2022-01-21,SHROVE,"Heard the confession of and absolved, old-style",2022
1688,2022-01-21,BEARCLAW,Pastry appropriate for a camping trip?,2022
1689,2022-01-21,TRADE,Word with surplus or secret,2022
1690,2022-01-21,BLACKHOLE,One with lots of pull?,2022
1691,2022-01-21,ARTY,Like some designs on Etsy,2022
1692,2022-01-21,SEEDY,"One-star, say",2022
1693,2022-01-21,ARIA,"""Dido's Lament,"" for one",2022
1694,2022-01-21,GETSALLAS,Has a 4.0 average,2022
1695,2022-01-21,ARDEN,Big name in cosmetics,2022
1696,2022-01-21,SPECIALK,Food brand whose last letter is its company's stock symbol,2022
1697,2022-01-21,LUMENS,Bulb units,2022
1698,2022-01-21,RANGY,"Having long, thin limbs",2022
1699,2022-01-21,CONS,Puts one over on,2022
1700,2022-01-21,TURNT,"Extremely excited, in modern lingo",2022
1701,2022-01-21,AFOOT,Happening,2022
1702,2022-01-21,ADA,___ Twist (best-selling children's book character),2022
1703,2022-01-21,GRIN,Display of choppers,2022
1704,2022-01-21,SCRAPMETAL,What an old car might be sold for,2022
1705,2022-01-21,ISEE,"""All right, cool""",2022
1706,2022-01-21,THATSAMORE,"Song title following the lyric ""Scuzza me, but you see, back in old Napoli ...""",2022
1707,2022-01-21,FARR,"""M*A*S*H"" co-star",2022
1708,2022-01-21,YETI,Legendary print maker,2022
1709,2022-01-21,YIPES,"""Jeez!""",2022
1710,2022-01-21,AREA,Field,2022
1711,2022-01-21,MAAM,Respectful term of address,2022
1712,2022-01-21,PITY,___ party,2022
1713,2022-01-21,USE,Wield,2022
1714,2022-01-21,PENSIVE,"Sitting with one's hand under one's chin, perhaps",2022
1715,2022-01-21,GALES,Outbursts of laughter,2022
1716,2022-01-21,AVID,Keen,2022
1717,2022-01-21,LOVEBEADS,Hippie accessories,2022
1718,2022-01-21,ACE,Person of extraordinary skill,2022
1719,2022-01-21,MAGICCHARMS,Amulets,2022
1720,2022-01-21,AUDRELORDE,"""Sister Outsider"" essayist/poet",2022
1721,2022-01-21,GRAD,"One being asked for donations, often",2022
1722,2022-01-21,SAYS,Makes known,2022
1723,2022-01-21,HAUTE,It's high in France,2022
1724,2022-01-21,BARK,Speak sharply,2022
1725,2022-01-21,BODYSCANNER,Antismuggling device,2022
1726,2022-01-21,RACY,"R-rated, perhaps",2022
1727,2022-01-21,STAGS,Forest males,2022
1728,2022-01-21,HRREP,Corp. trainer,2022
1729,2022-01-21,RATTERRIER,Means of domestic pest control,2022
1730,2022-01-21,BLEAK,Cold and miserable,2022
1731,2022-01-21,ALIEN,Video game franchise based on a sci-fi film franchise,2022
1732,2022-01-21,WEANS,Helps finish a nursing program?,2022
1733,2022-01-21,BELLYACHE,Grouse,2022
1734,2022-01-21,SLAG,It's a waste,2022
1735,2022-01-21,AINT,"The Beatles' ""___ She Sweet""",2022
1736,2022-01-21,AUNTMAY,"Comics-based film character played by Rosemary Harris, Sally Field and Marisa Tomei",2022
1737,2022-01-21,LOOPS,"Informs at a later stage, with ""in""",2022
1738,2022-01-21,COATI,Relative of a raccoon,2022
1739,2022-01-21,TGIF,"""Let's weekend!""",2022
1740,2022-01-21,URSA,___ Minor,2022
1741,2022-01-21,FRAT,Campus group,2022
1742,2022-01-21,ATOP,Over,2022
1743,2022-01-21,DARE,Counterpart of truth,2022
1744,2022-01-21,ALES,Tavern menu heading,2022
1745,2022-01-21,STY,Dump,2022
1746,2022-01-21,EMI,Onetime member of the record industry's Big Four,2022
1747,2022-01-22,BASAL,Underlying,2022
1748,2022-01-22,ADDLED,Foggy,2022
1749,2022-01-22,PARADE,Thanksgiving and Pride both have one,2022
1750,2022-01-22,FREEGAN,Person who lives on discarded food,2022
1751,2022-01-22,HORCRUX,"Dark-magic device with which to achieve immortality, in Harry Potter",2022
1752,2022-01-22,LONGORIA,"""Desperate Housewives"" co-star",2022
1753,2022-01-22,OUCHIE,Boo-boo,2022
1754,2022-01-22,MOLTOBENE,"Well done, in Italy",2022
1755,2022-01-22,TREES,Makeup of some canopies,2022
1756,2022-01-22,MEAL,Coarse flour,2022
1757,2022-01-22,HODOR,"Gentle giant on ""Game of Thrones""",2022
1758,2022-01-22,COLD,Heartless,2022
1759,2022-01-22,PAST,Over and done with,2022
1760,2022-01-22,SOO,"Actress Phillipa of Broadway's ""Hamilton""",2022
1761,2022-01-22,OVO,Lacto-___ vegetarian,2022
1762,2022-01-22,VINS,"Bordeaux et Bourgogne, par exemple",2022
1763,2022-01-22,SLUSHIE,Icy drink,2022
1764,2022-01-22,MENTALGYMNASTICS,Cognitive contortions,2022
1765,2022-01-22,BRAILLE,Words read with feeling,2022
1766,2022-01-22,EASE,Relieve,2022
1767,2022-01-22,Abbr.,"Abraham Lincoln, for one",2022
1768,2022-01-22,MES,"Enero o febrero, por ejemplo",2022
1769,2022-01-22,MACH,Speed of sound,2022
1770,2022-01-22,SECT,Smallish branch,2022
1771,2022-01-22,SALON,"Scissors Palace, Anita Haircut or Do or Dye (all real places!)",2022
1772,2022-01-22,KINK,Hose problem,2022
1773,2022-01-22,PADRE,Man of the cloth,2022
1774,2022-01-22,PLOTTWIST,Familiar soap opera device,2022
1775,2022-01-22,SINGES,Scorches,2022
1776,2022-01-22,FASHIONS,Creates,2022
1777,2022-01-22,THEGOAT,"An unrivaled champion, in slang",2022
1778,2022-01-22,SEENOTE,[More details below],2022
1779,2022-01-22,BOTTOM,"Comical character in ""A Midsummer Night's Dream""",2022
1780,2022-01-22,REELED,Brought (in),2022
1781,2022-01-22,SPYON,Secretly watch,2022
1782,2022-01-22,BARCELONA,Home to the largest football stadium in Europe,2022
1783,2022-01-22,ARCHED,Like eyebrows,2022
1784,2022-01-22,SARIS,Mumbai wraps,2022
1785,2022-01-22,ADUE,"Together, musically",2022
1786,2022-01-22,LEX,Justinian law,2022
1787,2022-01-22,AFLOAT,Solvent,2022
1788,2022-01-22,DROLL,"Like some ""Monty Python"" humor",2022
1789,2022-01-22,DENT,Depression,2022
1790,2022-01-22,LEGOHOUSE,Danish tourist attraction with multiple play areas,2022
1791,2022-01-22,EGOBOOST,"Result of a compliment, typically",2022
1792,2022-01-22,DARED,Ventured,2022
1793,2022-01-22,POUROVER,Kind of coffee made with a flask and a filter,2022
1794,2022-01-22,NINO,Young hombre,2022
1795,2022-01-22,HOTCOMB,Hair-straightening tool,2022
1796,2022-01-22,AER,Atmospheric prefix,2022
1797,2022-01-22,MESSY,Like a breakup gone bad,2022
1798,2022-01-22,MANGE,Animal skin ailment,2022
1799,2022-01-22,PILLS,Tablets,2022
1800,2022-01-22,SLASH,/ or \,2022
1801,2022-01-22,VALENTINE,One with a big heart?,2022
1802,2022-01-22,SNACK,"Chips, e.g.",2022
1803,2022-01-22,HIREDGOON,Gorilla with a job to do,2022
1804,2022-01-22,ICECREAM,Kind of sandwich,2022
1805,2022-01-22,ESPTEST,Exercise with Zener cards,2022
1806,2022-01-22,TIMOTHEE,"Chalamet of ""Dune""",2022
1807,2022-01-22,MEANT,Fated,2022
1808,2022-01-22,MISSED,"Shot an airball, say",2022
1809,2022-01-22,SANGTO,Serenaded,2022
1810,2022-01-22,SPF,"Screen rating, in brief?",2022
1811,2022-01-22,ALAS,Regrettably,2022
1812,2022-01-22,LOSER,Schlump,2022
1813,2022-01-22,KINTE,"Kunta ___ (""Roots"" role)",2022
1814,2022-01-22,PIETY,"One of the seven gifts of the Holy Spirit, in Catholicism",2022
1815,2022-01-22,WOOL,Warm covering,2022
1816,2022-01-22,SHOP,Factory,2022
1817,2022-01-22,TBS,Venue for many TV reruns,2022
1818,2022-01-23,ATTIC,Web site?,2022
1819,2022-01-23,TAB,Browser window,2022
1820,2022-01-23,TUBI,Streaming service acquired by Fox in 2020,2022
1821,2022-01-23,SCLC,Civil rights grp. once led by M.L.K.,2022
1822,2022-01-23,FRODO,"Fictional character who says ""I will take the ring, though I do not know the way""",2022
1823,2022-01-23,ARACHNID,"Scorpion, for one",2022
1824,2022-01-23,STOOD,Wasn't overturned on appeal,2022
1825,2022-01-23,DRAWERSOFCHESTS,Artists sketching pectorals?,2022
1826,2022-01-23,CAMPS,Stays out all night?,2022
1827,2022-01-23,RADIANT,Glowing or shining,2022
1828,2022-01-23,SHIFTS,Work rotations,2022
1829,2022-01-23,JAIME,"French ""I like""",2022
1830,2022-01-23,AMEN,"""Right on!""",2022
1831,2022-01-23,PIP,Spot at a casino,2022
1832,2022-01-23,EAR,"Either side of a beaming grin, in a phrase",2022
1833,2022-01-23,AUDRA,Tony winner McDonald,2022
1834,2022-01-23,BED,Something to make after you wake,2022
1835,2022-01-23,HONOROFMAIDS,Vow to remain mum about hotel guests' secrets?,2022
1836,2022-01-23,WNBA,Hoops org.,2022
1837,2022-01-23,OPTION,Possibility,2022
1838,2022-01-23,PFFT,Scoffing sound,2022
1839,2022-01-23,ADAM,Driver of film,2022
1840,2022-01-23,ENBIES,"Nonbinary people, informally",2022
1841,2022-01-23,SLID,Declined,2022
1842,2022-01-23,OER,Over-poetical?,2022
1843,2022-01-23,YOLO,"Modern-day ""carpe diem""",2022
1844,2022-01-23,MORNS,Early times in verse,2022
1845,2022-01-23,FOOTOFFLEET,Small distance covered by a naval armada?,2022
1846,2022-01-23,FDR,First sitting prez to fly in an airplane,2022
1847,2022-01-23,INON,Words after walk or cash,2022
1848,2022-01-23,EON,Hyperbolic wait time,2022
1849,2022-01-23,ARID,Like climates where cacti thrive,2022
1850,2022-01-23,LANCE,Pointy part of a charger?,2022
1851,2022-01-23,RETINUE,Group of followers,2022
1852,2022-01-23,DAFOE,"Willem who played Jesus in ""The Last Temptation of Christ""",2022
1853,2022-01-23,YAMAHAS,Some pianos and motorcycles,2022
1854,2022-01-23,THEOC,2000s Fox teen drama,2022
1855,2022-01-23,NEIL,Playwright Simon,2022
1856,2022-01-23,SEX,"""Emotion in motion,"" per Mae West",2022
1857,2022-01-23,GAGE,"Thomas ___, British general at Bunker Hill",2022
1858,2022-01-23,BAE,Sweetie,2022
1859,2022-01-23,MANOFRIGHTS,Boxer lacking a left hook?,2022
1860,2022-01-23,LAILA,One of the boxing Alis,2022
1861,2022-01-23,OKRA,Gumbo ingredient,2022
1862,2022-01-23,-) alternative,,2022
1863,2022-01-23,POOR,Below par,2022
1864,2022-01-23,BOTNET,Something unleashed in a denial-of-service attack,2022
1865,2022-01-23,NEST,Destination for a return flight,2022
1866,2022-01-23,YETI,Himalayan humanoid,2022
1867,2022-01-23,GOOGOO,___ eyes,2022
1868,2022-01-23,KNOT,"""I'm a frayed ___"" (punch line of a classic joke)",2022
1869,2022-01-23,PLENTYOFHORN,What brass band music has?,2022
1870,2022-01-23,WOO,Court,2022
1871,2022-01-23,FRATS,"Groups of Greeks, informally",2022
1872,2022-01-23,FAA,"Watcher of the skies, for short",2022
1873,2022-01-23,SOD,"Old ___ (motherland, affectionately)",2022
1874,2022-01-23,SAID,Announced,2022
1875,2022-01-23,ABACI,You can count on them,2022
1876,2022-01-23,OUTRAN,Beat in a race,2022
1877,2022-01-23,FERTILE,Very productive,2022
1878,2022-01-23,EXACT,Not even a little off,2022
1879,2022-01-23,ABSENCEOFLEAVES,Tree feature in winter?,2022
1880,2022-01-23,GENTS,Quaint bathroom sign,2022
1881,2022-01-23,OVERSHOE,Galosh,2022
1882,2022-01-23,LAGER,Lumberjack's favorite kind of beer?,2022
1883,2022-01-23,ODDS,"""What are the ___?""",2022
1884,2022-01-23,KIDS,"Audience for Cocomelon, the most-viewed YouTube channel in the U.S.",2022
1885,2022-01-23,END,Omega's place,2022
1886,2022-01-23,OPEDS,Columns with angles,2022
1887,2022-01-23,AFRAME,Home with a pointy roof,2022
1888,2022-01-23,TRADED,Worked on Wall Street,2022
1889,2022-01-23,TOWIN,"Bring to a repair shop, say",2022
1890,2022-01-23,IDEA,Creative springboard,2022
1891,2022-01-23,CORNPOPS,Cereal once advertised by Woody Woodpecker,2022
1892,2022-01-23,TAO,Subject for Laozi,2022
1893,2022-01-23,ARFS,Sounds from a lab,2022
1894,2022-01-23,BACH,"""The Art of Fugue"" composer",2022
1895,2022-01-23,THEFAM,"One's kin, casually",2022
1896,2022-01-23,UNSTRAP,"Loosen, in a way",2022
1897,2022-01-23,BITS,Some zeros and ones,2022
1898,2022-01-23,IDS,"Bar necessities, at times",2022
1899,2022-01-23,STAIRWAY,It has several steps,2022
1900,2022-01-23,COMMANDOFCHAIN,What a dog walker and a strong-willed pooch might vie for?,2022
1901,2022-01-23,LOPE,Run easily,2022
1902,2022-01-23,CDS,Makeup of some music libraries,2022
1903,2022-01-23,CHIEF,Main,2022
1904,2022-01-23,SCAD,Huge quantity,2022
1905,2022-01-23,DRAB,Lacking color,2022
1906,2022-01-23,STINT,Brief period of work,2022
1907,2022-01-23,JUSTRELAX,"""Easy ... everything's going to be OK""",2022
1908,2022-01-23,POISON,Bottle marked with a skull and crossbones,2022
1909,2022-01-23,ADFEE,Cost for a spot,2022
1910,2022-01-23,HOES,Garden shed items,2022
1911,2022-01-23,ROLO,Caramel-filled candy,2022
1912,2022-01-23,ONIT,"""You can leave this to me""",2022
1913,2022-01-23,IFOLD,Declaration by one who's done playing,2022
1914,2022-01-23,BALDEAGLE,"Benjamin Franklin famously considered it ""a rank coward"" with ""bad moral character""",2022
1915,2022-01-23,AMOR,"""Te quiero"" sentiment",2022
1916,2022-01-23,EMIR,Mideast V.I.P.,2022
1917,2022-01-23,NONETAKEN,"Response to ""No offense""",2022
1918,2022-01-23,BROTHERSOFBAND,"The Bee Gees' Barry, Robin and Maurice Gibb?",2022
1919,2022-01-23,INNIE,It might gather lint,2022
1920,2022-01-23,DOAFLIP,Somersault,2022
1921,2022-01-23,FOE,Adversary,2022
1922,2022-01-23,FRO,To's opposite,2022
1923,2022-01-23,FIE,Old-timey reproach,2022
1924,2022-01-23,TAM,Scottish cap,2022
1925,2022-01-23,EUCALYPTI,Aromatic trees,2022
1926,2022-01-23,NAGAT,Really bother,2022
1927,2022-01-23,NOM,Jacqueline or Jacques,2022
1928,2022-01-23,DEF,"For sure, for short",2022
1929,2022-01-23,AIR,Something a snowboarder catches,2022
1930,2022-01-23,YES,"Last word of ""Ulysses""",2022
1931,2022-01-23,SEAT,Goal in musical chairs,2022
1932,2022-01-23,NOLTE,"Nick of ""48 Hrs.""",2022
1933,2022-01-23,STROHS,Beer brand whose name spells an article of apparel backward,2022
1934,2022-01-23,BONK,Knock on the head,2022
1935,2022-01-23,NOELS,Carolers' repertoire,2022
1936,2022-01-23,GOGO,___ dancer,2022
1937,2022-01-23,HOOF,Minotaur's foot,2022
1938,2022-01-23,LOON,Bird known in the U.K. as a diver,2022
1939,2022-01-23,ATTRACTS,Draws,2022
1940,2022-01-23,BORDELLO,Red-light district establishment,2022
1941,2022-01-23,INFUSED,Like some vodkas,2022
1942,2022-01-23,GOOFF,Fly into a rant,2022
1943,2022-01-23,TATERS,Spuds,2022
1944,2022-01-23,YARNS,Tall tales,2022
1945,2022-01-23,WAIVED,Dispensed with,2022
1946,2022-01-23,OILERS,N.H.L. team with five championship-winning seasons in the 1980s,2022
1947,2022-01-23,ODES,Praising poetry,2022
1948,2022-01-23,ACTS,Ballet sections,2022
1949,2022-01-23,STAGE,Play station?,2022
1950,2022-01-23,AXED,Got rid of,2022
1951,2022-01-23,OBVI,"""Duh,"" in modern slang",2022
1952,2022-01-23,ACHE,Pine,2022
1953,2022-01-23,NEON,Like the Radio City Music Hall sign,2022
1954,2022-01-23,REAP,Harvest,2022
1955,2022-01-23,EGO,Something swollen on a pro athlete?,2022
1956,2022-01-23,AOK,Totally fine,2022
1957,2022-01-23,OED,"Alternative to Webster's, in brief",2022
1958,2022-01-24,SAPS,Drains of strength,2022
1959,2022-01-24,ALIST,Top celebs,2022
1960,2022-01-24,HAG,Witch,2022
1961,2022-01-24,ELLA,Jazzy Fitzgerald,2022
1962,2022-01-24,TASTE,Tongue sense,2022
1963,2022-01-24,PURR,Contented cat's sound,2022
1964,2022-01-24,QUICKBREAD,It doesn't need time to rise before baking,2022
1965,2022-01-24,OGRE,Monster often seen wielding a club,2022
1966,2022-01-24,UMA,Actress Thurman,2022
1967,2022-01-24,EAGER,Rarin' to go,2022
1968,2022-01-24,BEGIN,Commence,2022
1969,2022-01-24,INN,"Bed-and-breakfast, e.g.",2022
1970,2022-01-24,NYE,"Bill known as the ""Science Guy""",2022
1971,2022-01-24,Psalms,"""___ word is a lamp unto my feet ...""",2022
1972,2022-01-24,AVA,Director DuVernay,2022
1973,2022-01-24,NITRO,"The ""N"" in TNT",2022
1974,2022-01-24,QUEENBED,"One of two ""royal"" sleeping options",2022
1975,2022-01-24,OBE,U.K. award,2022
1976,2022-01-24,URL,Web address,2022
1977,2022-01-24,ELSE,"""What ___ have you got?""",2022
1978,2022-01-24,QUILTINGBEE,Social crafting event,2022
1979,2022-01-24,SPUN,Created yarn or tales,2022
1980,2022-01-24,VAT,Industrial tub,2022
1981,2022-01-24,AID,Help,2022
1982,2022-01-24,QUADBIKE,ATV with four tires,2022
1983,2022-01-24,LYMPH,___ nodes,2022
1984,2022-01-24,URN,Coffee dispenser,2022
1985,2022-01-24,USE,"""___ your head!""",2022
1986,2022-01-24,MAO,"""Chairman"" of Chinese Communism",2022
1987,2022-01-24,ILO,U.N. agcy. awarded the 1969 Nobel Peace Prize,2022
1988,2022-01-24,ASTER,Fall bloom that resembles a daisy,2022
1989,2022-01-24,SPANX,Big name in shapewear clothing,2022
1990,2022-01-24,NAB,"Apt rhyme for ""grab""",2022
1991,2022-01-24,LUIS,"Actor Guzmán of ""Traffic""",2022
1992,2022-01-24,STARTINGQB,"Key member of a football team, in brief ... or a feature of 16-, 29-, 35- and 42-Across?",2022
1993,2022-01-24,LIFT,Elevate,2022
1994,2022-01-24,EERIE,Spooky,2022
1995,2022-01-24,FLUE,Chimney duct,2022
1996,2022-01-24,STY,Pig's wallowing spot,2022
1997,2022-01-24,WAKES,Rises and shines,2022
1998,2022-01-24,LEES,Sediment in a wine barrel,2022
1999,2022-01-24,SEQUIN,Sparkly bit on a gala gown,2022
2000,2022-01-24,ALUMNI,College reunion attendees,2022
2001,2022-01-24,PLIANT,Flexible,2022
2002,2022-01-24,SAC,Cul-de-___,2022
2003,2022-01-24,ATBAY,Kept in check,2022
2004,2022-01-24,LARGE,Size above medium,2022
2005,2022-01-24,ISEE,"""Now it's clear""",2022
2006,2022-01-24,STARTURN,"Breakout movie role, say",2022
2007,2022-01-24,TED,CNN founder Turner,2022
2008,2022-01-24,HUGGABLE,Cuddle-worthy,2022
2009,2022-01-24,ARRIVES,Shows up,2022
2010,2022-01-24,GRENADE,Hand-held explosive,2022
2011,2022-01-24,POE,"Author of ""The Gold-Bug""",2022
2012,2022-01-24,KENOBI,Obi-Wan ___ (Jedi master),2022
2013,2022-01-24,BYE,"""See ya!""",2022
2014,2022-01-24,HELGA,Mate for Hägar the Horrible,2022
2015,2022-01-24,ROUND,Spherical,2022
2016,2022-01-24,QUITE,Extremely,2022
2017,2022-01-24,NEEDY,Like a partner who can't spend a second apart from you,2022
2018,2022-01-24,ELVIS,Grammy winner Costello,2022
2019,2022-01-24,QUANTIFY,Put a number on,2022
2020,2022-01-24,TAKESTEA,"Enjoys a late-afternoon snack, as a Brit might",2022
2021,2022-01-24,BILOXI,Mississippi city on the Gulf of Mexico,2022
2022,2022-01-24,SQUALLS,Sudden storms with whipping winds,2022
2023,2022-01-24,PURSUIT,Hobby,2022
2024,2022-01-24,BUR,Prickly seedcase,2022
2025,2022-01-24,MINGLE,Socialize at a party,2022
2026,2022-01-24,PLAQUE,Commemorative tablet,2022
2027,2022-01-24,HOBBES,"Calvin's tiger companion, in the comics",2022
2028,2022-01-24,MARIE,"Curie who coined the term ""radioactivity""",2022
